ID_CLIENTE,TIPO_FUNCIONARIO,DIA_PAGAMENTO,TIPO_ENVIO_APLICACAO,QUANT_CARTOES_ADICIONAIS,TIPO_ENDERECO_POSTAL,SEXO,ESTADO_CIVIL,QUANT_DEPENDENTES,NIVEL_EDUCACIONAL,ESTADO_NASCIMENTO,CIDADE_NASCIMENTO,NACIONALIDADE,ESTADO_RESIDENCIAL,CIDADE_RESIDENCIAL,BAIRRO_RESIDENCIAL,FLAG_TELEFONE_RESIDENCIAL,CODIGO_AREA_TELEFONE_RESIDENCIAL,TIPO_RESIDENCIA,MESES_RESIDENCIA,FLAG_TELEFONE_MOVEL,FLAG_EMAIL,RENDA_PESSOAL_MENSAL,OUTRAS_RENDAS,FLAG_VISA,FLAG_MASTERCARD,FLAG_DINERS,FLAG_AMERICAN_EXPRESS,FLAG_OUTROS_CARTOES,QUANT_CONTAS_BANCARIAS,QUANT_CONTAS_BANCARIAS_ESPECIAIS,VALOR_PATRIMONIO_PESSOAL,QUANT_CARROS,EMPRESA,ESTADO_PROFISSIONAL,CIDADE_PROFISSIONAL,BAIRRO_PROFISSIONAL,FLAG_TELEFONE_PROFISSIONAL,CODIGO_AREA_TELEFONE_PROFISSIONAL,MESES_NO_TRABALHO,CODIGO_PROFISSAO,TIPO_OCUPACAO,CODIGO_PROFISSAO_CONJUGE,NIVEL_EDUCACIONAL_CONJUGE,FLAG_DOCUMENTO_RESIDENCIAL,FLAG_RG,FLAG_CPF,FLAG_COMPROVANTE_RENDA,PRODUTO,FLAG_REGISTRO_ACSP,IDADE,CEP_RESIDENCIAL_3,CEP_PROFISSIONAL_3,ROTULO_ALVO_MAU=1
42864,C,10,Web,0,1,F,2,3,0,RS,CANGUCU,1,RS,Pelotas,Fragata,Y,58,1,9,N,1,349,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,2,4,NULL,NULL,0,0,0,0,1,N,43,960,960,0
42865,C,10,Web,0,1,F,2,0,0,MG,Ituiutaba,1,MG,Uberlandia,Parque Sao Jorge I,N, ,NULL,NULL,N,1,350,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,NULL,NULL,NULL,NULL,0,0,0,0,1,N,56,384,384,0
42866,C,10,Web,0,1,F,4,0,0,CE,REDENGAU,1,CE,CHOROZINHO,TOURADA,Y,107,1,20,N,1,350,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,NULL,1,NULL,NULL,0,0,0,0,1,N,53,628,628,0
42867,C,5,Web,0,1,M,2,0,0,PR,PATO BRANCO,1,PR,PATO BRANCO,ALVORADA,Y,47,1,2,N,1,640,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,NULL,NULL,NULL,NULL,0,0,0,0,1,N,18,855,855,1
42868,C,10,0,0,1,F,1,0,0,RJ,RJ,1,RJ,SAO GONCALO,NOVA CIDADE,Y,20,1,2,N,1,8674,0,0,0,0,0,0,1,1,0,1,Y, ,NULL,NULL,Y,20,0,9,1,0,0,0,0,0,0,1,N,55,244,244,0
42869,C,10,0,0,1,F,2,3,0,PR,MARINGAPR,1,SP,Sao Paulo,Vila Seabra,Y,5,5,3,N,1,670,0,0,1,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,2,5,0,0,0,0,0,0,1,N,32,818,818,0
42870,C,25,Web,0,1,F,2,0,0,BA,BAHIA,1,SP,GUARULHOS,JD MEDITERRANEO,Y,5,1,15,N,1,480,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,NULL,NULL,NULL,NULL,0,0,0,0,1,N,24,726,726,0
42871,C,15,0,0,1,F,6,0,0,CE,PACAJUS,1,CE,PACAJUS,BURITI,Y,107,1,32,N,0,516,0,0,1,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,0,0,0,0,0,0,0,0,1,N,32,628,628,0
42872,C,10,Web,0,1,F,1,0,0,GO,JANDAIA,1,GO,PARAUNA,SETOR PONTE PEDRA I,Y,69,1,10,N,1,1972,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,Y,69,0,NULL,2,NULL,NULL,0,0,0,0,1,N,49,759,759,0
42873,C,20,0,0,1,F,1,1,0,PA,VIGIA,1,PA,ANANINDEUA,COQUEIRO,Y,117,1,10,N,1,434,0,0,0,0,0,0,1,1,0,0,Y,PA,BELEM,MARAMBAIA,Y,117,0,9,2,NULL,NULL,0,0,0,0,1,N,28,671,671,1
42874,C,25,Web,0,1,F,2,2,0,MG,PATOS MINAS,1,SP,BARRINHA,BELA VISTA,Y,14,1,22,N,1,650,0,0,0,0,0,0,0,0,0,0,Y, ,NULL,NULL,Y,14,0,NULL,NULL,NULL,NULL,0,0,0,0,1,N,46,148,148,0
42875,C,5,Web,0,1,F,6,0,0,SP,ATIBAIA,1,SP,Atibaia,Jardim Imperial,N, ,1,5,N,1,1000,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,NULL,NULL,NULL,NULL,0,0,0,0,1,N,46,129,129,0
42876,C,20,Web,0,1,F,2,0,0,PE,RECIFE,1,PE,CABO DE SANTO AGOSTINHO,GAIBU,Y,97,1,45,N,1,418.3,418.3,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,5,NULL,NULL,0,0,0,0,1,N,44,545,545,0
42877,C,20,Web,0,1,M,6,1,0,RN,Umarizal,1,RN,Natal,Potengi,N, ,1,19,N,1,500,0,0,0,0,0,0,0,0,0,0,Y, ,NULL,NULL,Y,105,0,9,2,NULL,NULL,0,0,0,0,1,N,27,591,591,1
42878,C,10,Web,0,1,F,1,0,0,RS,CANGUGU,1,RS,PELOTAS,ARCO IRIS,Y,58,1,25,N,1,248,0,1,1,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,5,NULL,NULL,0,0,0,0,1,N,67,961,961,0
42879,C,10,0,0,1,M,2,0,0,PE,PASSIRA PE,1,RS,ALVORADA,PQ RES UMBU I I,Y,54,1,4,N,1,590,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,4,NULL,NULL,0,0,0,0,1,N,55,948,948,0
42880,C,25,0,0,1,F,1,0,0,RS,Santa Cruz do Sul,1,RS,Igrejinha,Mutirao,Y,54,1,10,N,1,325,0,0,0,0,0,0,1,1,0,1,Y,RS,Igrejinha,Viaduto,Y,54,0,9,2,0,0,0,0,0,0,1,N,57,956,956,0
42881,C,25,Web,0,1,M,2,0,0,CE,BEBERIBE,1,CE,HORIZONTE,CENTRO,N, ,2,1,N,1,372,0,1,0,0,0,0,0,0,0,0,Y,CE,PACAJUS,CENTRO,Y,107,0,9,5,NULL,NULL,0,0,0,0,1,N,31,628,628,1
42882,C,10,Web,0,1,F,4,0,0,DF,JOTAIGO,1,DF,BRASILIA,SETOR O,Y,66,1,30,N,1,1202.97,0,1,1,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,1,NULL,NULL,0,0,0,0,1,N,68,722,722,0
42883,C,5,Web,0,1,M,1,0,0,RN,AREIA,1,RN,AREIA BRANCA,CENTRO,Y,105,1,1,N,1,350.93,0,0,0,0,0,0,0,0,0,0,Y,RN,AREIA BRANCA,CENTRO,N, ,0,9,2,11,NULL,0,0,0,0,1,N,23,596,596,0
42884,C,20,Web,0,1,F,2,0,0,PB,sape,1,PB,mamanguape,centro,Y,103,1,20,N,1,245,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,NULL,NULL,NULL,3,0,0,0,0,1,N,62,582,582,0
42885,C,15,Web,0,1,F,2,1,0,ES,ESPIRITO SANTO,1,RJ,RJ,PACIENCIA,Y,20,1,20,N,1,380,500,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,15,4,NULL,NULL,0,0,0,0,1,N,46,230,230,0
42886,C,10,0,0,1,F,1,0,0,RN,SAO J DE MIPIBU,1,RN,SAO JOSE DE MIPIBU,CENTRO,Y,105,1,20,N,0,200,0,0,1,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,9,4,0,0,0,0,0,0,1,N,28,591,591,0
42887,C,5,0,0,1,M,2,0,0,PB,GUARABIRA,1,CE,CAUCAIA,jardim do amor,Y,107,5,0,N,0,922,0,0,0,0,0,0,1,1,0,1,Y,CE,CAUCAIA,GENIPABU,Y,107,0,9,2,0,0,0,0,0,0,1,N,29,616,616,0
42888,C,10,Web,0,1,M,2,0,0,CE,BREJO SANTO,1,CE,MARACANAU,CJ TIMBO,Y,107,1,20,N,1,620,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,NULL,NULL,NULL,NULL,0,0,0,0,1,N,50,619,619,0
42889,C,10,Web,0,1,F,1,3,0,AC,RIO BRANCO,1,AC,RIO BRANCO,MONTANHES,Y,76,1,10,N,1,392,0,0,0,0,0,0,0,0,0,0,Y,AC,RIO BRANCO,SEIS DE AGOSTO,Y,76,0,9,2,NULL,NULL,0,0,0,0,1,N,35,699,699,0
42890,C,5,Web,0,1,F,2,0,0,SC,LAGES,1,RS,VIAMAO,Santa Cecilia,Y,54,1,15,N,1,823,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,1,NULL,NULL,0,0,0,0,1,N,67,944,944,0
42891,C,10,Web,0,1,M,1,0,0,PA,BELEM,1,PA,MARITUBA,MIRIZAL,Y,117,1,5,N,1,380,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,NULL,5,NULL,NULL,0,0,0,0,1,N,58,672,672,0
42892,C,25,Web,0,1,F,2,0,0,MG,salinas,1,MG,taiobeiras,bom jardim,Y,39,1,15,N,1,450,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,4,NULL,NULL,0,0,0,0,1,N,50,395,395,0
42893,C,10,0,0,1,M,2,0,0,RS,PELOTAS,1,RS,Pelotas,Fragata,Y,58,1,20,N,0,301,0,0,0,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,9,1,0,0,0,0,0,0,1,N,70,960,960,0
42894,C,25,Web,0,1,F,2,3,0,PI,TERESINA,1,MA,ITINGA,SAO SEBASTIAO,Y,126,1,5,N,1,247,0,0,0,0,0,0,0,0,10000,0,N, ,NULL,NULL,N, ,0,9,1,NULL,NULL,0,0,0,0,1,N,66,659,659,1
42895,C,10,Web,0,1,F,1,0,0,CE,ACOPIARA,1,CE,PACAJUS,BURITI,Y,107,1,3,N,1,900,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,2,4,NULL,NULL,0,0,0,0,1,N,23,628,628,0
42896,C,25,Web,0,1,F,1,0,0,CE,FORTALEZA,1,CE,CASCAVEL,JACARECOARA,Y,107,1,15,N,1,250,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,NULL,NULL,NULL,NULL,0,0,0,0,2,N,23,628,628,1
42897,C,10,Web,0,1,F,1,0,0,RS,BARRA DO RIBEIRO,1,RS,Barra do Ribeiro,CENTRO,N, ,1,2,N,1,368,0,0,0,0,0,0,0,0,0,0,Y,RS,Barra do Ribeiro,MATE DOCE,Y,54,0,9,NULL,NULL,NULL,0,0,0,0,1,N,22,967,967,0
42898,C,5,Web,0,1,F,4,8,0,BA,MARACAS,1,BA,ITIRUCU,CENTRO,Y,84,1,7,N,1,552,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,NULL,1,NULL,NULL,0,0,0,0,2,N,74,453,453,0
42899,C,15,0,0,1,F,4,1,0,SP,P DE TOLEDO,1,SP,Barueri,Nova aldeinha,Y,5,1,24,N,0,1428,0,1,0,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,9,1,0,0,0,0,0,0,1,N,56,644,644,0
42900,C,10,Web,0,1,M,2,0,0,RJ,RIO DE JANEIRO,1,RJ,ITABORAI,JARDIM IDALIA,Y,20,1,20,N,1,866.17,0,0,0,0,0,0,1,1,0,0,Y,RJ,RIO DE JANEIRO,SAO CRISTOVAO,Y,20,0,9,2,NULL,NULL,0,0,0,0,1,N,37,248,248,1
42901,C,10,Web,0,1,M,2,1,0,RS,BARROS CASSAL,1,RS,Alvorada,VILA CEDRO,Y,54,1,15,N,1,623.36,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,1,NULL,NULL,0,0,0,0,1,N,62,948,948,0
42902,C,10,Carga,0,1,F,4,0,0,PB,campina grande,1,PB,CAMPINA GRANDE,SAO JOSE DA MATA,N, ,1,1,N,1,228,0,0,0,0,0,0,0,0,0,0,Y, ,NULL,NULL,N, ,0,11,4,11,NULL,0,0,0,0,1,N,80,581,581,0
42903,C,25,Web,0,1,F,1,2,0,MA,CODO,1,GO,NOVO GAMA,PEDREGAL,Y,66,1,12,N,1,500,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,2,4,NULL,NULL,0,0,0,0,1,N,31,728,728,0
42904,C,5,Web,0,1,M,2,0,0,SP,BIRIGUI,1,SP,BIRIGUI,TOSELAR,Y,16,NULL,NULL,N,1,780,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,NULL,NULL,NULL,NULL,0,0,0,0,1,N,57,162,162,1
42905,C,5,Web,0,1,F,2,0,0,AL,ARAPIRACA,1,AL,ARAPIRACA,BOA VISTA,Y,100,1,5,N,1,310,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,1,NULL,NULL,0,0,0,0,1,N,72,573,573,0
42906,C,15,Web,0,1,F,6,0,0,BA,Camacari,1,BA,Nova Soure,Torre,N, ,1,3,N,1,372.33,0,0,0,0,0,0,0,0,10000,0,N, ,NULL,NULL,N, ,0,NULL,NULL,NULL,NULL,0,0,0,0,1,N,43,484,484,0
42907,C,10,Web,0,1,M,2,0,0,SP,SP,1,SP,Sao Paulo,Cidade Patriarca,Y,5,1,30,N,1,718,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,5,NULL,NULL,0,0,0,0,1,N,40,354,354,1
42908,C,10,Carga,0,1,M,1,0,0,MG,belo horizonte,1,MG,BELO HORIZONTE,VENDA NOVA,Y,29,1,1,N,1,280,0,0,0,0,0,0,0,0,0,0,Y,MG,BELO HORIZONTE,SAO JOSE BATISTA,N, ,0,14,5,11,NULL,0,0,0,0,1,N,57,315,315,1
42909,C,10,Web,0,1,F,2,2,0,BA,PAULO AFONSO,1,BA,PAULO AFONSO,CENTENARIO,Y,86,1,9,N,1,350,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,5,NULL,NULL,0,0,0,0,7,N,45,486,486,0
42910,C,10,Carga,0,1,F,1,3,0,PE,recife,1,PE,RECIFE,DOIS IRMAOS,Y,97,1,1,N,1,600,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,4,11,NULL,0,0,0,0,1,N,41,521,521,0
42911,C,5,Web,0,1,F,2,0,0,PA,paragominas,1,PA,paragominas,centro,Y,117,NULL,NULL,N,1,800,0,0,0,0,0,0,0,0,0,0,Y,PA,paragominas,centro,Y,117,0,NULL,NULL,NULL,NULL,0,0,0,0,1,N,32,686,686,0
42912,C,15,Web,0,1,F,4,7,0,GO,goias,1,GO,SENADOR CANEDO,JARDIM DAS OLIVEIRAS,Y,67,1,17,N,1,381,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,NULL,NULL,NULL,NULL,0,0,0,0,1,N,69,752,752,0
42913,C,25,0,0,1,M,2,4,0,MG,MINAS GERAIS,1,SP,COTIA,PARQUE ALEXANDRE,Y,5,1,20,N,1,641,0,0,0,0,0,0,1,1,0,0,Y,SP,COTIA,GRANJA VIANA,N, ,0,9,5,NULL,NULL,0,0,0,0,1,N,56,670,670,0
42914,C,15,0,0,2,F,1,2,0,PE,ABREU E LIMA,1,PE,Abreu e Lima,Caetes II,Y,97,1,14,N,0,393,0,0,0,0,0,0,1,1,0,1,Y,PR,RECIFE,BOA VIAGEM,N, ,0,9,2,0,0,0,0,0,0,1,N,36,535,535,1
42915,C,15,0,0,1,M,6,1,0,RN,RUI BARBOSA,1,RN,Natal,PAJUCARA,Y,105,1,8,N,0,385,0,0,1,0,0,0,1,1,0,1,Y,RN,Natal,Petropolis,Y,105,0,9,2,0,0,0,0,0,0,1,N,34,590,590,0
42916,C,10,0,0,1,F,2,0,0,SP,SCO VICENTE,1,SP,SAO VICENTE,VILA VALENACA,Y,10,1,15,N,0,400,0,0,0,0,0,0,1,1,0,1,Y, ,NULL,NULL,N, ,0,0,0,0,0,0,0,0,0,1,N,63,113,113,0
42917,C,25,0,0,1,F,2,0,0, , ,0,PE,AGUA PRETA,JD CAROLINA,N, ,1,0,N,1,394,0,0,0,0,0,0,1,1,0,1,Y,PE,AGUA PRETA,CENTRO,Y,97,0,9,2,11,0,0,0,0,0,1,N,33,555,555,0
42918,C,15,0,0,1,F,4,0,0,RS,PELOTAS,1,RS,PELOTAS,ARIAL,Y,58,1,2,N,0,894,0,1,1,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,0,1,0,0,0,0,0,0,1,N,54,960,960,1
42919,C,10,0,0,1,M,2,5,0,MG,ITAMBACURI,1,RO,SAO MIGUEL DO GUAPORE,ZONA RURAL,Y,77,1,15,N,0,350,0,0,0,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,6,1,0,0,0,0,0,0,1,N,50,789,789,0
42920,C,5,Web,0,1,F,1,0,0,CE,SOBRAL,1,CE,FORTALEZA,FARIAS BRITO,Y,107,1,5,N,1,650,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,5,NULL,NULL,0,0,0,0,1,N,34,600,600,0
42921,C,25,Carga,0,1,M,1,0,0,RJ,nova iguacu,1,RJ,NOVA IGUACU,SAO MARCELO,Y,20,1,1,N,1,330,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,4,11,NULL,0,0,0,0,1,N,26,263,263,0
42922,C,10,0,0,1,M,2,0,0,MG,TIMOTEO,1,MG,TIMOTEO,CACHOEIRA DO VALE,Y,29,1,0,N,0,650,0,0,0,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,0,0,0,0,0,0,0,0,1,N,41,351,351,1
42923,C,5,Web,0,1,F,2,1,0,BA,CACULE,1,BA,CACULE,ZONA RURAL,Y,90,1,12,N,1,350,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,NULL,NULL,NULL,NULL,0,0,0,0,2,N,19,463,463,0
42924,C,10,Carga,0,1,F,2,1,0,MG,mineiro,1,MG,CONTAGEM,PARQUE SAO JOAO,Y, ,1,1,N,1,496,0,0,0,0,0,0,0,0,0,0,Y, ,NULL,NULL,Y, ,0,9,2,11,NULL,0,0,0,0,2,N,38,323,323,0
42925,C,10,0,0,1,M,2,3,0,CE,SOBRAL,1,CE,SOBRAL,SINHA SABOIA,N, ,1,6,N,0,287,100,0,0,0,0,0,1,1,0,1,Y, ,NULL,NULL,N, ,0,9,2,9,4,0,0,0,0,1,N,38,621,621,1
42926,C,10,0,0,1,F,1,0,0,BA,UBAITABA,1,BA,UBAITABA,JOSE CARLOS SILVA DE ALMEIDA,Y,84,1,5,N,0,350,0,0,0,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,9,5,0,0,0,0,0,0,2,N,31,455,455,0
42927,C,10,Web,0,1,F,2,2,0,BA,itaberaba,1,BA,camacari,camacari de dentro,Y,81,1,NULL,N,1,487,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,NULL,NULL,NULL,NULL,0,0,0,0,2,N,35,428,428,1
42928,C,20,Web,0,1,F,4,0,0,MS,CAMPO GRANDE,1,MS,CAMPO GRANDE,JD PENFIGO,Y,75,1,5,N,1,500,0,0,0,0,0,0,0,0,0,0,Y, ,NULL,NULL,Y,75,0,9,1,NULL,NULL,0,0,0,0,1,N,27,790,790,1
42929,C,5,Web,0,1,M,1,0,0,BA,ITAJUIPE,1,BA,ILHEUS,HERNANI SA,Y,84,1,NULL,N,1,355,0,0,0,0,0,0,0,0,0,0,Y,BA,ILHEUS,NELSON COSTA,N, ,0,13,2,NULL,4,0,0,0,0,1,N,25,456,456,1
42930,C,10,Web,0,1,M,2,0,0,PE,JABOATAO,1,PE,JABOATAO DOS GUARARAPES,SANTANA,Y,97,1,0,N,1,350,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,1,NULL,NULL,0,0,0,0,1,N,66,541,541,0
42931,C,5,Web,0,1,F,1,0,0,RN,NATAL,1,RN,NATAL,NSA DA APRESENTACAO,Y,105,1,13,N,1,350,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,16,3,NULL,NULL,0,0,0,0,1,N,36,591,591,0
42932,C,25,Web,0,1,F,7,5,0,SP,PINDAMONHANGABA,1,SP,Pindamonhangaba,CAMPO ALEGRE,Y,9,1,2,N,1,1450,0,0,0,0,0,0,0,0,0,0,Y,SP,TAUBATE,CENTRO,Y,9,0,9,2,NULL,NULL,0,0,0,0,1,N,42,124,124,1
42933,C,5,0,0,1,F,2,1,0, , ,0,PB,ALAGOA NOVA,ZONA RURAL,N, ,1,0,N,1,385,0,0,1,0,0,0,1,1,0,1,Y,PB,ALAGOA NOVA,CENTRO,Y,103,0,9,2,11,0,0,0,0,0,1,N,25,581,581,1
42934,C,10,Web,0,1,F,2,0,0,BA,EUNAPOLIS,1,BA,UNA,URBIS,Y,84,1,8,N,1,525,0,0,0,0,0,0,0,0,0,0,Y,BA,UNA,CENTOR,Y,84,0,9,2,NULL,NULL,0,0,0,0,1,N,28,456,456,0
42935,C,10,Web,0,1,M,1,0,0,PR,IMBITUVA,1,PR,GUARAPUAVA,BOQUEIRAO,Y,41,1,25,N,1,474,0,0,0,0,0,0,0,0,0,0,Y, ,NULL,NULL,N, ,0,NULL,1,NULL,NULL,0,0,0,0,1,N,60,850,850,0
42936,C,10,Web,0,1,M,1,0,0,BA,ILHEUS,1,BA,GANDU,RENOVACAO,Y,84,1,10,N,1,350,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,2,NULL,NULL,0,0,0,0,2,N,26,454,454,1
42937,C,10,Web,0,1,F,2,1,0,RN,lajes,1,RN,lajes,centro,N, ,5,3,N,1,350,0,0,0,0,0,0,0,0,0,0,Y, ,NULL,NULL,N, ,0,16,5,NULL,NULL,0,0,0,0,1,N,56,595,595,0
42938,C,25,0,0,1,F,2,5,0,CE,SOBRAL,1,CE,DIST JAIBARAS,ALTO ALEGRE,Y,112,1,30,N,0,300,0,0,0,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,9,5,0,0,0,0,0,0,1,N,45,621,621,0
42939,C,15,Web,0,1,M,2,0,0,CE,Fortaleza,1,CE,Aracati,Aeroporto,Y,112,1,38,N,1,381,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,11,NULL,NULL,NULL,0,0,0,0,1,N,59,628,628,0
42940,C,10,Web,0,1,F,3,0,0,SP,sao paulo,1,SP,Sao Paulo,Vila Dom Pedro II,Y,5,2,4,N,1,390,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,1,NULL,NULL,0,0,0,0,1,N,68,224,224,0
42941,C,15,0,0,1,F,6,0,0,BA,EUNAPOLIS,1,BA,PORTO SEGURO,FREI CALIXTO,N, ,1,8,N,1,485,0,0,0,0,0,0,0,0,0,0,Y,BA,PORTO SEGURO,CENTRO,Y,84,0,9,2,NULL,NULL,0,0,0,0,2,N,34,458,458,0
42942,C,10,0,0,1,F,1,1,0,RS,RIO GRANDE,1,RS,PELOTAS,COHAB LINDOIA,Y,58,1,10,N,1,775,0,0,0,0,0,0,1,1,0,0,Y,RS,PELOTAS,TRES VENDAS,N, ,0,9,5,NULL,NULL,0,0,0,0,7,N,34,960,960,0
42943,C,15,Web,0,1,F,2,0,0,MA,IMPERATRIZ,1,MA,IMPERATRIZ,VL JOAO CASTELO,N, ,NULL,NULL,N,1,350,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,NULL,4,NULL,NULL,0,0,0,0,1,N,53,659,659,0
42944,C,10,Web,0,1,F,1,0,0,RN,NATAL,1,RN,SAO PAULO DO POTENGI,NOVO JUREMAL,Y,105,2,5,N,1,378,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,2,NULL,NULL,0,0,0,0,1,N,21,594,594,0
42945,C,10,Web,0,1,F,1,3,0,RS,GUAIBA,1,RS,Guaiba,SAO JORGE,Y,54,1,NULL,N,1,300,150,0,0,0,0,0,0,0,0,0,Y,RS,Guaiba,FLORIDA,Y,54,0,11,2,NULL,NULL,0,0,0,0,1,N,24,925,925,1
42946,C,10,Web,0,1,F,2,0,0,SP,SANTA ISABEL,1,SP,SANTA ISABEL,JD CRISTINA,Y,5,1,0,N,1,850,0,0,0,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,1,NULL,NULL,0,0,0,0,1,N,67,750,750,0
42947,C,10,0,0,1,F,5,0,0,SP,JALES,1,SP,JALES,JD MUNICIPAL,Y,15,1,15,N,0,400,0,0,0,0,0,0,1,1,0,1,N, ,NULL,NULL,N, ,0,9,2,0,0,0,0,0,0,1,N,37,157,157,1
42948,C,10,Web,0,1,M,2,1,0,PB,PIANCO PB,1,SP,Itapevi,Jardim Marina,Y,5,2,2,N,1,668.94,0,0,0,0,0,0,0,0,0,0,Y,SP,SAO PAULO,SANTO AMARO,Y,5,0,9,2,NULL,NULL,0,0,0,0,1,N,25,666,666,0
42949,C,25,0,0,1,F,2,0,0, , ,0,PR,CAMPINA GRANDE DO SUL,JD IPANEMA,Y,40,1,0,N,1,234,0,0,0,0,0,0,1,1,0,1,N,PR,CURITIBA,BACACHERI,Y,40,0,11,2,11,0,0,0,0,0,1,N,53,834,834,0
42950,C,10,0,0,1,M,0,1,0, , ,0,PA,JACUNDA,ALTO PARAISO,Y,120,1,0,N,1,647,0,0,0,0,0,0,1,1,0,1,Y, ,NULL,NULL,N, ,0,9,2,11,0,0,0,0,0,1,N,38,685,685,0
42951,C,10,0,0,1,F,4,2,0,SP,SP,1,SP,SP,guaianases,Y,5,1,11,N,1,350,0,0,0,0,0,0,1,1,0,0,N, ,NULL,NULL,N, ,0,NULL,5,NULL,NULL,0,0,0,0,1,N,66,841,841,0
42952,C,10,Web,0,1,F,2,2,0,MG,Belo Horizonte,1,MG,Contagem,Santa Helena,Y,29,1,15,N,1,525,0,0,0,0,0,0,0,0,0,0,Y,MG,Belo Horizonte,SANTO ANTONIO,Y,29,0,9,2,NULL,NULL,0,0,0,0,1,N,35,320,320,0
42953,C,10,0,0,1,M,3,0,0,RS,PORTO ALEGRE,1,RS,Alvorada,UMBU,Y,54,1,6,N,1,528,0,0,0,0,0,0,0,0,21000,0,N, ,NULL,NULL,N, ,0,9,1,NULL,NULL,0,0,0,0,1,N,59,948,948,0
42954,C,20,0,0,1,F,4,0,0, , ,0,MT,VARZE GRANDE,JARDIM GLORIA I,Y,71,1,10,N,1,780,0,1,0,0,0,0,0,0,0,1,Y,MT,CUIABA,CENTRO,Y,71,0,9,2,11,0,0,0,0,0,1,N,48,781,781,1
42955,C,10,Web,0,1,F,4,0,0,MG,ALTO RIO DOCE,1,MG,CONTAGEM,BOM JESUS,Y,29,1,9,N,1,246,351.85,1,1,0,0,0,0,0,0,0,N, ,NULL,NULL,N, ,0,9,1,NULL,NULL,0,0,0,0,1,N,63,321,321,0
